x,y,H,B,P,M
16,55,20,5,0,0
17,55,18,0,0,0
18,55,10,2,0,0
19,55,16,0,0,0
20,55,23,0,0,0
21,55,23,0,0,0
22,55,27,1,0,0
23,55,36,4,0,0
24,55,18,1,0,0
25,55,11,0,0,0
26,55,30,0,0,0
27,55,26,3,0,0
28,55,17,3,0,0
29,55,30,2,0,0
30,55,46,1,0,0
31,55,29,2,0,0
32,55,32,2,0,0
33,55,14,2,0,0
34,55,13,1,0,0
35,55,24,1,0,0
36,55,11,2,0,0
37,55,9,3,0,0
38,55,16,3,0,0
39,55,18,5,0,0
40,55,39,0,0,0
41,55,32,0,0,0
42,55,35,1,0,0
43,55,32,2,0,0
44,55,10,0,0,0
45,55,11,2,0,0
16,56,6,1,0,0
17,56,15,1,0,0
18,56,17,3,0,0
19,56,24,1,0,0
20,56,28,0,0,0
21,56,19,0,0,0
22,56,20,2,0,0
23,56,26,2,0,0
24,56,16,0,0,0
25,56,26,0,0,0
26,56,45,1,0,0
27,56,30,0,0,0
28,56,15,3,0,0
29,56,34,1,0,0
30,56,19,1,0,0
31,56,18,0,0,0
32,56,22,0,0,0
33,56,18,0,0,0
34,56,16,0,0,0
35,56,27,1,0,0
36,56,12,0,0,0
37,56,10,2,0,0
38,56,20,0,0,0
39,56,23,2,0,0
40,56,22,2,0,0
41,56,17,2,0,0
42,56,13,4,0,0
43,56,10,1,0,0
18,57,5,1,0,0
19,57,10,2,0,0
20,57,10,1,0,0
21,57,19,1,0,0
22,57,29,1,0,0
23,57,24,1,0,0
24,57,11,1,0,0
25,57,16,0,0,0
26,57,21,1,0,0
27,57,32,2,0,0
28,57,21,0,0,0
29,57,34,1,0,0
30,57,27,0,0,0
31,57,23,0,0,0
32,57,21,0,0,0
33,57,33,3,0,0
34,57,24,1,0,0
35,57,27,1,0,0
36,57,14,1,0,0
37,57,55,0,0,0
38,57,24,0,0,0
39,57,11,3,0,0
40,57,13,4,0,0
41,57,8,0,0,0
21,58,4,2,0,0
22,58,6,1,0,0
23,58,7,1,0,0
24,58,9,1,0,0
25,58,5,2,0,0
26,58,20,3,0,0
27,58,34,1,0,0
28,58,40,4,0,0
29,58,15,1,0,0
30,58,14,1,0,0
31,58,16,3,0,0
32,58,10,2,0,0
33,58,7,4,0,0
34,58,13,1,0,0
35,58,14,0,0,0
36,58,7,0,0,0
37,58,15,1,0,0
38,58,8,0,0,0
25,59,2,2,0,0
26,59,9,1,0,0
27,59,11,0,0,0
28,59,17,1,0,0
29,59,10,3,0,0
30,59,6,3,0,0
31,59,11,1,0,0
32,59,9,2,0,0
33,59,9,4,0,0
34,59,4,5,0,0
